cat	year	split			URL	Final AGENT	Final EVENTS	Final WORLD	Final Composite	3rd person	Adjudicated AGENTS	Adjudicated EVENTS	Adjudicated WORLD	MEAN	STDEV	Agents mean	Events mean	World mean	Agents std	Events std	World std	A1 average	A1 agents	A1 events	A1 world	A2 average	A2 agents	A2 events	A2 world	A3 average	A3 agents	A3 events	A3 world
Billboard	1996	dev	Ghost Town DJ's	My Boo	https://www.azlyrics.com/lyrics/ghosttowndjs/myboo.html	3	2	1	2.000		3	2	1	2.67	1.25	3	2.67	2.33	1.41	1.25	1.25	1.33	2	1	1	4.33	5	4	4	2.33	2	3	2
Billboard	1972	test	Gilbert O'Sullivan	Alone Again (Naturally)	https://www.azlyrics.com/lyrics/gilbertosullivan/aloneagainnaturally.html	5	5	5	5.000	0				5	0	5	5	5	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5
Billboard	1987	train	Glass Tiger	Someday	https://www.azlyrics.com/lyrics/glasstiger/someday.html	4	5	2	3.667		4	5	2	2.89	1.1	3	3.67	2	0.82	1.25	1.41	2.67	3	4	1	1.67	2	2	1	4.33	4	5	4
Grammy_NOM	1968	train	Glen Campbell	By The Time I Get to Phoenix	https://www.azlyrics.com/lyrics/glencampbell/bythetimeigettophoenix.html	3	4	4.667	3.889					3.889	0.875	3	4	4.667	1.414	0.816	0.471	4.33	4	4	5	2.67	1	3	4	4.67	4	5	5
Grammy_NOM	1968	test	Glen Campbell	Gentle on my Mind	https://www.azlyrics.com/lyrics/glencampbell/gentleonmymind.html	3.667	3	4.667	3.778					3.778	0.157	3.667	3	4.667	0.471	0.816	0.471	3.67	4	2	5	3.67	3	4	4	4	4	3	5
Grammy_ALT	1976	dev	Glen Campbell	I Miss you Tonight	https://www.azlyrics.com/lyrics/glencampbell/imissyoutonight.html	4	4.67	3	3.890					3.89	0.87	4	4.67	3	0.82	0.47	1.63	4.33	5	5	3	2.67	3	4	1	4.67	4	5	5
Grammy_NOM	1978	dev	Glen Campbell	Southern Nights	https://www.azlyrics.com/lyrics/glencampbell/southernnights.html	2	1.67	4.67	2.780					2.78	0.16	2	1.67	4.67	0.82	0.47	0.47	3	3	2	4	2.67	1	2	5	2.67	2	1	5
Grammy_ALT	1978	dev	Glen Campbell	Sunflower	https://www.azlyrics.com/lyrics/glencampbell/sunflower.html	3	1.67	1.33	2.000					2	0.27	3	1.67	1.33	0.82	0.47	0.47	2.33	4	2	1	2	3	2	1	1.67	2	1	2
Grammy_ALT	1968	train	Glen Campbell	My Baby's Gone	https://www.azlyrics.com/lyrics/glencampbell/mybabysgone.html	3	1.667	4	2.889					2.889	0.567	3	1.667	4	0.816	0.943	1.414	2.33	4	1	2	2.67	2	1	5	3.67	3	3	5
Grammy_ALT	1968	train	Glen Campbell	Crying	https://www.azlyrics.com/lyrics/glencampbell/crying.html	2.667	2.333	2.333	2.444					2.444	0.314	2.667	2.333	2.333	0.471	1.247	1.886	2.67	3	4	1	2.67	2	1	5	2	3	2	1
Grammy_NOM	1976	dev	Glen Campbell	Rhinestone Cowboy	https://www.azlyrics.com/lyrics/glencampbell/rhinestonecowboy.html	3.67	2.67	4	3.447					3.44	0.63	3.67	2.67	4	1.25	0.47	1.41	4.33	5	3	5	3	4	3	2	3	2	2	5
Billboard	1995	train	Gloria Estefan	Turn the Beat Around	https://www.azlyrics.com/lyrics/gloriaestefan/turnthebeataround.html	3	1	1	1.667		3	1	1	2.44	1.23	3	2.33	2	1.41	1.25	1.41	4	4	4	4	2.33	4	2	1	1	1	1	1
Grammy_NOM	1980	train	Gloria Gaynor	I Will Survive	https://www.azlyrics.com/lyrics/gloriagaynor/iwillsurvive.html	5	5	3	4.333					4.33	0.47	5	5	3	0	0	1.41	4	5	5	2	4	5	5	2	5	5	5	5
Grammy_ALT	1980	train	Gloria Gaynor	Stoplight	https://www.azlyrics.com/lyrics/gloriagaynor/stoplight.html	3	2.33	2.67	2.667					2.67	0.98	3	2.33	2.67	1.63	1.25	0.94	1.33	1	1	2	3	5	2	2	3.67	3	4	4
Grammy_ALT	1977	train	Gordon Lightfoot	Protocol	https://www.azlyrics.com/lyrics/gordonlightfoot/protocol.html	2	2	5	3.000		2	2	5	3.22	1.03	2.67	2.33	4.67	1.7	1.89	0.47	2.33	1	1	5	4.67	5	5	4	2.67	2	1	5
Billboard	1974	train	Gordon Lightfoot	Sundown	https://www.azlyrics.com/lyrics/gordonlightfoot/sundown.html	2.67	1.67	2.33	2.223					2.22	0.57	2.67	1.67	2.33	0.47	0.47	1.89	1.67	3	1	1	2	3	2	1	3	2	2	5
Grammy_NOM	1977	test	Gordon Lightfoot	The Wreck of the <i>Edmund Fitzgerald</i>	https://www.azlyrics.com/lyrics/gordonlightfoot/thewreckoftheedmundfitzgerald.html	4.33	5	5	4.777	1				4.78	0.31	4.33	5	5	0.94	0	0	5	5	5	5	5	5	5	5	4.33	3	5	5
Billboard	2006	train	Gorillaz	Feel Good Inc.	https://www.azlyrics.com/lyrics/gorillaz/feelgoodinc.html	2.33	2.33	3.67	2.777					2.78	0.57	2.33	2.33	3.67	0.47	0.47	1.25	3	3	2	4	2	2	2	2	3.33	2	3	5
Billboard	1973	train	Grand Funk Railroad	We're an American Band	https://www.azlyrics.com/lyrics/grandfunkrailroad/wereanamericanband.html	4.67	3.33	4.33	4.110					4.11	0.83	4.67	3.33	4.33	0.47	1.7	0.47	3	4	1	4	4.33	5	4	4	5	5	5	5
Billboard	2005	test	Green Day	Boulevard of Broken Dreams	https://www.azlyrics.com/lyrics/greenday/boulevardofbrokendreams.html	3.67	2.67	4	3.447					3.44	0.42	3.67	2.67	4	0.47	0.47	0.82	3.33	4	2	4	3	3	3	3	4	4	3	5
Billboard	2005	test	Green Day	Wake Me Up When September Ends	https://www.azlyrics.com/lyrics/greenday/wakemeupwhenseptemberends.html	5	4	3	4.000		5	4	3	3.56	1.23	3.33	4	3.33	1.7	0.82	1.25	5	5	5	5	3.67	4	4	3	2	1	3	2
Billboard	2004	train	Gretchen Wilson	Redneck Woman	https://www.azlyrics.com/lyrics/gretchenwilson/redneckwoman.html	5	2.67	4.67	4.113					4.11	0.16	5	2.67	4.67	0	0.94	0.47	4	5	2	5	4.33	5	4	4	4	5	2	5
Billboard	2019	train	Gucci Mane, Bruno Mars and Kodak Black	Wake Up in the Sky	https://www.azlyrics.com/lyrics/guccimane/wakeupinthesky.html	4.67	3.67	4.67	4.337					4.33	0.47	4.67	3.67	4.67	0.47	1.25	0.47	4	4	4	4	5	5	5	5	4	5	2	5
Billboard	1989	test	Guns N' Roses	Welcome to the Jungle	https://www.azlyrics.com/lyrics/gunsnroses/welcometothejungle.html	2.67	1	2.67	2.113					2.11	0.16	2.67	1	2.67	1.25	0	0.94	2	3	1	2	2.33	4	1	2	2	1	1	4
Grammy_NOM	2020	train	H.E.R.	Hard Place	https://www.azlyrics.com/lyrics/her/hardplace.html	2.33	1.33	1.33	1.663					1.67	0.72	2.33	1.33	1.33	1.25	0.47	0.47	1.33	2	1	1	2.67	4	2	2	1	1	1	1
Grammy_ALT	2020	test	H.E.R.	Lost Souls	https://www.azlyrics.com/lyrics/her/lostsouls.html	2	2.33	3.33	2.553					2.56	0.42	2	2.33	3.33	0	0.47	1.25	3	2	2	5	2	2	2	2	2.67	2	3	3
Billboard	2017	train	Hailee Steinfeld and Grey featuring Zedd	Starving	https://www.azlyrics.com/lyrics/haileesteinfeld/starving.html	3.67	3.33	1.33	2.777					2.78	0.57	3.67	3.33	1.33	0.94	0.94	0.47	2	3	2	1	3.33	5	4	1	3	3	4	2
Billboard	1982	test	Hall & Oates	Private Eyes	https://www.azlyrics.com/lyrics/halloates/privateeyes.html	3	1.33	2	2.110					2.11	0.42	3	1.33	2	0.82	0.47	0	1.67	2	1	2	2	3	1	2	2.67	4	2	2
Billboard	1998	dev	Hanson	I Will Come to You	https://www.azlyrics.com/lyrics/hanson/iwillcometoyou.html	2.67	2.67	1.33	2.223					2.22	0.68	2.67	2.67	1.33	0.94	1.25	0.47	1.33	2	1	1	3	4	4	1	2.33	2	3	2
Billboard	1975	train	Harry Chapin	Cat's in the Cradle	https://www.azlyrics.com/lyrics/harrychapin/catsinthecradle.html	5	5	5	5.000	0				5	0	5	5	5	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5
Grammy_NOM	2023	train	Harry Styles	As It Was	https://www.azlyrics.com/lyrics/harrystyles/asitwas.html	3.67	3	3	3.223					3.22	0.42	3.67	3	3	0.94	0.82	0.82	3.67	5	4	2	3.33	3	3	4	2.67	3	2	3
Grammy_ALT	2023	test	Harry Styles	Cinema	https://www.azlyrics.com/lyrics/harrystyles/cinema.html	3.67	1.67	2	2.447					2.44	0.79	3.67	1.67	2	1.25	0.94	0.82	1.33	2	1	1	3	5	1	3	3	4	3	2
Billboard	1974	train	Helen Reddy	Leave Me Alone (Ruby Red Dress)	https://www.azlyrics.com/lyrics/helenreddy/leavemealonerubyreddress.html	4	3.67	3.33	3.667					3.67	0.72	4	3.67	3.33	0.82	0.47	0.94	4.33	5	4	4	2.67	3	3	2	4	4	4	4
Billboard	1974	train	Helen Reddy	You and Me Against the World	https://www.azlyrics.com/lyrics/helenreddy/youandmeagainsttheworld.html	4.33	4.33	3.33	3.997					4	0.27	4.33	4.33	3.33	0.47	0.47	1.7	4	4	4	4	3.67	5	5	1	4.33	4	4	5
Grammy_NOM	2005	train	Hoobastank	The Reason	https://www.azlyrics.com/lyrics/hoobastank/thereason.html	3.67	3.33	1.67	2.890					2.89	0.57	3.67	3.33	1.67	1.25	0.94	0.94	2.33	2	4	1	2.67	5	2	1	3.67	4	4	3
Grammy_ALT	2005	test	Hoobastank	What Happened to Us?	https://www.azlyrics.com/lyrics/hoobastank/whathappenedtous.html	5	4	1	3.333		5	4	1	2.67	1.19	3.33	3	1.67	1.7	1.41	0.94	1	1	1	1	3.33	5	4	1	3.67	4	4	3
Grammy_ALT	2015	test	Hozier	Cherry Wine	https://www.azlyrics.com/lyrics/hozier/cherrywine.html	4	2	4	3.333					3.33	0.27	4	2	4	0	0.82	0.82	3.33	4	1	5	3	4	2	3	3.67	4	3	4
Grammy_NOM	2015	train	Hozier	Take Me to Church	https://www.azlyrics.com/lyrics/hozier/takemetochurch.html	4	2	4.33	3.443					3.44	0.68	4	2	4.33	0.82	0.82	0.47	4.33	5	3	5	2.67	3	1	4	3.33	4	2	4
Billboard	1984	train	Huey Lewis and the News	I Want a New Drug	https://www.azlyrics.com/lyrics/hueylewisthenews/iwantanewdrug.html	2.67	1.67	1.67	2.003					2	0.54	2.67	1.67	1.67	0.94	0.47	0.47	2.67	4	2	2	2	2	2	2	1.33	2	1	1
Billboard	1987	test	Huey Lewis and the News	Jacob's Ladder	https://www.azlyrics.com/lyrics/hueylewisthenews/jacobsladder.html	4	3.33	2.67	3.333					3.33	0.82	4	3.33	2.67	0.82	1.7	0.47	2.33	4	1	2	4.33	5	5	3	3.33	3	4	3
Billboard	1961	train	Ike and Tina Turner	It's Gonna Work Out Fine	https://www.azlyrics.com/lyrics/iketinaturner/itsgonnaworkoutfine.html	3	3	2.667	2.889					2.889	0.416	3	3	2.667	0.816	0.816	0.471	3.33	4	4	2	3	3	3	3	2.33	2	2	3
Billboard	2018	test	Imagine Dragons	Thunder	https://www.azlyrics.com/lyrics/imaginedragons/thunder.html	4.33	4.33	3	3.887					3.89	0.83	4.33	4.33	3	0.47	0.94	1.41	3	4	3	2	3.67	4	5	2	5	5	5	5
Billboard	2001	dev	Incubus	Drive	https://www.azlyrics.com/lyrics/incubus/drive.html	3.67	2.33	2.67	2.890					2.89	0.68	3.67	2.33	2.67	0.47	0.94	1.25	2	4	1	1	3	3	3	3	3.67	4	3	4
Grammy_ALT	2002	train	India.Arie	Beautiful	https://www.azlyrics.com/lyrics/indiaarie/beautiful.html	3	2	2.67	2.557					2.56	0.83	3	2	2.67	1.41	0.82	0.94	1.67	2	1	2	3.67	5	2	4	2.33	2	3	2
Grammy_NOM	2002	test	India.Arie	Video	https://www.azlyrics.com/lyrics/indiaarie/video.html	5	1	2	2.667		5	1	2	3.44	1.1	5	2.67	2.67	0	1.7	1.7	2.67	5	1	2	2.67	5	2	1	5	5	5	5
Billboard	1993	train	Inner Circle	Bad Boys	https://www.azlyrics.com/lyrics/innercircle/badboys.html	3	2.33	2.33	2.553					2.56	0.57	3	2.33	2.33	0.82	1.25	1.25	2	3	1	2	2.33	4	2	1	3.33	2	4	4
Billboard	1986	train	INXS	What You Need	https://www.azlyrics.com/lyrics/inxs/whatyouneed.html	1.67	1.33	1	1.333					1.33	0	1.67	1.33	1	0.47	0.47	0	1.33	2	1	1	1.33	1	2	1	1.33	2	1	1
Grammy_NOM	1981	test	Irene Cara	Fame	https://www.azlyrics.com/lyrics/irenecara/fame.html	2	1.67	1	1.557					1.56	0.31	2	1.67	1	0	0.94	0	1.33	2	1	1	2	2	3	1	1.33	2	1	1
Grammy_ALT	1981	dev	Irene Cara	Out Here on My Own	https://www.azlyrics.com/lyrics/irenecara/outhereonmyown.html	3.67	3.33	2	3.000					3	0.47	3.67	3.33	2	1.25	0.94	0.82	2.67	2	4	2	2.67	5	2	1	3.67	4	4	3
Billboard	1980	train	Isaac Hayes	Don't Let Go	https://www.azlyrics.com/lyrics/isaachayes/dontletgo.html	1.67	1.67	2.67	2.003					2	0.72	1.67	1.67	2.67	0.47	0.94	0.94	1.67	2	1	2	1.33	1	1	2	3	2	3	4
Billboard	2004	test	J-Kwon	Tipsy	https://www.azlyrics.com/lyrics/jkwon/tipsy.html	4.33	4.33	4.33	4.330					4.33	0.47	4.33	4.33	4.33	0.94	0.94	0.47	4	5	3	4	4	3	5	4	5	5	5	5
Billboard	2013	train	J. Cole featuring Miguel	Power Trip	https://www.azlyrics.com/lyrics/jcole/powertrip.html	5	5	5	5.000	0				5	0	5	5	5	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5
Billboard	2020	dev	Jack Harlow featuring DaBaby, Tory Lanez and Lil Wayne	Whats Poppin	https://www.azlyrics.com/lyrics/jackharlow/whatspoppin.html	4.67	3.33	4	4.000					4	0.27	4.67	3.33	4	0.47	0.47	0.82	4	5	3	4	3.67	5	3	3	4.33	4	4	5
Billboard	1963	dev	Jackie Wilson	Baby Workout	https://www.azlyrics.com/lyrics/jackiewilson/babyworkout.html	2.333	1.667	2.333	2.111					2.111	0.629	2.333	1.667	2.333	0.471	0.943	1.247	3	2	3	4	1.67	3	1	1	1.67	2	1	2
Billboard	1993	train	Jade	One Woman	https://www.azlyrics.com/lyrics/jade/onewoman.html	3.67	1	1	1.890					1.89	0.16	3.67	1	1	0.47	0	0	2	4	1	1	2	4	1	1	1.67	3	1	1
Grammy_ALT	2007	train	James Blunt	Out of My Mind	https://www.azlyrics.com/lyrics/jamesblunt/outofmymind.html	3.33	2	3.67	3.000					3	0.98	3.33	2	3.67	1.7	1.41	1.25	2	1	1	4	2.67	5	1	2	4.33	4	4	5
Grammy_NOM	2007	train	James Blunt	You're Beautiful	https://www.azlyrics.com/lyrics/jamesblunt/yourebeautiful.html	3.33	4.33	3.67	3.777					3.78	0.68	3.33	4.33	3.67	1.25	0.94	0.47	3.67	2	5	4	3	3	3	3	4.67	5	5	4
Billboard	1986	train	James Brown	Living in America	https://www.azlyrics.com/lyrics/jamesbrown/livinginamerica.html	1.33	1.67	4.67	2.557					2.56	0.31	1.33	1.67	4.67	0.47	0.94	0.47	2.33	2	1	4	3	1	3	5	2.33	1	1	5
Grammy_NOM	1971	train	James Taylor	Fire and Rain	https://www.azlyrics.com/lyrics/jamestaylor/fireandrain145777.html	5	5	4.33	4.777	0				4.78	0.16	5	5	4.33	0	0	0.47	4.67	5	5	4	5	5	5	5	4.67	5	5	4
Grammy_ALT	1971	train	James Taylor	Lo and Behold	https://www.azlyrics.com/lyrics/jamestaylor/loandbehold.html	2	2.33	3.67	2.667					2.67	0.47	2	2.33	3.67	0.82	0.94	0.94	2	2	1	3	3	3	3	3	3	1	3	5
Billboard	1993	train	Janet Jackson	If	https://www.azlyrics.com/lyrics/janetjackson/if.html	4.33	2.67	2.33	3.110					3.11	0.83	4.33	2.67	2.33	0.47	1.25	1.25	2	4	1	1	3.33	5	3	2	4	4	4	4
Billboard	1990	train	Janet Jackson	Rhythm Nation	https://www.azlyrics.com/lyrics/janetjackson/rhythmnation.html	1.67	1.33	2.33	1.777					1.78	0.42	1.67	1.33	2.33	0.94	0.47	0.47	1.67	1	1	3	2.33	3	2	2	1.33	1	1	2
Grammy_NOM	1976	train	Janis Ian	At Seventeen	https://www.azlyrics.com/lyrics/janisian/atseventeen.html	4.33	4.33	4	4.220					4.22	0.42	4.33	4.33	4	0.47	0.94	1.41	4.33	5	3	5	3.67	4	5	2	4.67	4	5	5
Billboard	1967	train	Janis Ian	Society's Child	https://www.azlyrics.com/lyrics/janisian/societyschild.html	4	4	3.333	3.778					3.778	0.875	4	4	3.333	0.816	0.816	1.247	5	5	5	5	3	3	4	2	3.33	4	3	3
Grammy_ALT	1976	train	Janis Ian	When the Party's Over	https://www.azlyrics.com/lyrics/janisian/whenthepartysover.html	2.33	2.67	1.67	2.223					2.22	0.31	2.33	2.67	1.67	0.47	1.25	0.47	2	3	1	2	2	2	3	1	2.67	2	4	2
Billboard	2010	train	Jason Derulo	In My Head	https://www.azlyrics.com/lyrics/jasonderulo/inmyhead.html	3	3.33	2.67	3.000					3	0.98	3	3.33	2.67	0.82	0.94	1.7	1.67	2	2	1	3.33	4	4	2	4	3	4	5
Billboard	2014	train	Jason Derulo featuring 2 Chainz	Talk Dirty	https://www.azlyrics.com/lyrics/jasonderulo/talkdirty.html	4	2	4	3.333					3.33	0.27	4	2	4	0	0	0.82	3	4	2	3	3.33	4	2	4	3.67	4	2	5
Grammy_NOM	2009	train	Jason Mraz	I'm Yours	https://www.azlyrics.com/lyrics/jasonmraz/imyours.html	4.33	3.33	2.33	3.330					3.33	0.27	4.33	3.33	2.33	0.47	0.47	0.47	3	4	3	2	3.33	5	3	2	3.67	4	4	3
Grammy_ALT	2009	test	Jason Mraz	Make It Mine	https://www.azlyrics.com/lyrics/jasonmraz/makeitmine.html	3	1	2.33	2.110					2.11	0.68	3	1	2.33	1.41	0	1.25	3	4	1	4	2	4	1	1	1.33	1	1	2
Billboard	2020	test	Jawsh 685 and Jason Derulo	Savage Love (Laxed – Siren Beat)	https://www.azlyrics.com/lyrics/jasonderulo/savagelove.html	3.67	3	1.67	2.780					2.78	0.57	3.67	3	1.67	0.47	1.41	0.94	3	4	2	3	2	3	2	1	3.33	4	5	1
Billboard	2018	dev	Jay Rock, Kendrick Lamar, Future and James Blake	King's Dead	https://www.azlyrics.com/lyrics/jayrock/kingsdead.html	5	4	4.67	4.557					4.56	0.42	5	4	4.67	0	0.82	0.47	4	5	3	4	5	5	5	5	4.67	5	4	5
Grammy_NOM	2018	train	Jay-Z	4:44	https://www.azlyrics.com/lyrics/jayz/444.html	5	5	4.67	4.890	0				4.89	0.16	5	5	4.67	0	0	0.47	5	5	5	5	5	5	5	5	4.67	5	5	4
Grammy_ALT	2018	test	Jay-Z	Kill Jay Z	https://www.azlyrics.com/lyrics/jayz/killjayz.html	4	5	4.67	4.557					4.56	0.42	4	5	4.67	1.41	0	0.47	4	2	5	5	5	5	5	5	4.67	5	5	4
Billboard	1968	train	Jeannie C. Riley	Harper Valley PTA	https://www.azlyrics.com/lyrics/jeanniecriley/harpervalleypta.html	5	5	5	5.000	1				5	0	5	5	5	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5
Billboard	1971	train	Jerry Reed	Amos Moses	https://www.azlyrics.com/lyrics/jerryreed/amosmoses.html	5	5	5	5.000	1				5	0	5	5	5	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5
Billboard	2001	train	Jessica Andrews	Who I Am	https://www.azlyrics.com/lyrics/jessicaandrews/whoiam.html	5	3	3	3.667					3.67	0.47	5	3	3	0	1.41	1.41	3	5	2	2	4	5	5	2	4	5	2	5
Billboard	2002	train	Jewel	Standing Still	https://www.azlyrics.com/lyrics/jewel/standingstill.html	4	2	4	3.333		4	2	4	3.33	1.09	4	2.33	3.67	0	1.89	1.89	3.33	4	1	5	2	4	1	1	4.67	4	5	5
Grammy_ALT	1996	train	Joan Osborne	Let's Just Get Naked	https://www.azlyrics.com/lyrics/joanosborne/letsjustgetnaked.html	4.67	3.67	4	4.113					4.11	0.83	4.67	3.67	4	0.47	1.25	0.82	3	4	2	3	4.33	5	4	4	5	5	5	5
Grammy_NOM	1996	train	Joan Osborne	One of Us	https://www.azlyrics.com/lyrics/joanosborne/oneofus.html	2	1.33	2.33	1.887					1.89	0.42	2	1.33	2.33	0.82	0.47	1.25	2	1	1	4	2.33	3	2	2	1.33	2	1	1
Billboard	1994	dev	Jodeci	Cry for You	https://www.azlyrics.com/lyrics/jodeci/cryforyou.html	3.33	3	1.67	2.667					2.67	0.54	3.33	3	1.67	0.94	1.41	0.47	2.67	2	4	2	2	4	1	1	3.33	4	4	2
Billboard	1989	test	Jody Watley	Real Love	https://www.azlyrics.com/lyrics/jodywatley/reallove.html	4	2.67	1	2.557					2.56	0.31	4	2.67	1	0.82	1.25	0	2.33	3	3	1	3	4	4	1	2.33	5	1	1
Grammy_NOM	1970	test	Joe South	Games People Play	https://www.azlyrics.com/lyrics/joesouth/gamespeopleplay.html	2.33	2.67	3.33	2.777					2.78	0.42	2.33	2.67	3.33	0.47	0.47	1.7	2.67	2	2	4	2.33	3	3	1	3.33	2	3	5
Grammy_ALT	1970	train	Joe South	Mirror of Your Mind	https://www.azlyrics.com/lyrics/joesouth/mirrorofyourmind.html	4.33	2	1.33	2.553					2.56	0.79	4.33	2	1.33	0.47	1.41	0.47	2	4	1	1	2	4	1	1	3.67	5	4	2
Billboard	1981	dev	John Cougar	Ain't Even Done with the Night	https://www.azlyrics.com/lyrics/johnmellencamp/aintevendonewiththenight.html	2.67	2.67	3.67	3.003					3	0.27	2.67	2.67	3.67	0.47	0.47	0.94	2.67	3	2	3	3	3	3	3	3.33	2	3	5
Billboard	1985	train	John Cougar Mellencamp	Lonely Ol' Night	https://www.azlyrics.com/lyrics/johnmellencamp/lonelyolnight.html	3.67	2.33	2.33	2.777					2.78	0.31	3.67	2.33	2.33	1.25	0.47	0.47	3	5	2	2	2.33	2	2	3	3	4	3	2
Grammy_ALT	2006	test	John Legend	Alright	https://www.azlyrics.com/lyrics/johnlegend/alright.html	3.67	3.33	2.33	3.110					3.11	0.57	3.67	3.33	2.33	0.47	1.25	0.94	3.33	4	3	3	2.33	4	2	1	3.67	3	5	3
Grammy_NOM	2006	dev	John Legend	Ordinary People	https://www.azlyrics.com/lyrics/johnlegend/ordinarypeople.html	4.33	2.33	3.33	3.330					3.33	0.27	4.33	2.33	3.33	0.94	0.47	0.94	3	3	2	4	3.33	5	3	2	3.67	5	2	4
Billboard	1981	dev	John Lennon	Woman	https://www.azlyrics.com/lyrics/johnlennon/woman.html	2.33	1	1	1.443					1.44	0.16	2.33	1	1	0.47	0	0	1.33	2	1	1	1.67	3	1	1	1.33	2	1	1
Grammy_ALT	2005	test	John Mayer	Bigger Than My Body	https://www.azlyrics.com/lyrics/johnmayer/biggerthanmybody.html	2.33	1	2	1.777					1.78	0.68	2.33	1	2	1.25	0	0.82	1.67	2	1	2	2.67	4	1	3	1	1	1	1
Grammy_NOM	2005	test	John Mayer	Daughters	https://www.azlyrics.com/lyrics/johnmayer/daughters.html	3.33	2.67	3	3.000					3	0.27	3.33	2.67	3	0.47	0.47	1.41	3	3	2	4	2.67	4	3	1	3.33	3	3	4
Grammy_NOM	1996	test	John Michael Montgomery	I Can Love You Like That	https://www.azlyrics.com/lyrics/johnmichaelmontgomery/icanloveyoulikethat.html	4	1	2	2.333		4	1	2	2.78	1.23	3.67	2.67	2	1.25	1.7	1.41	1.33	2	1	1	2.67	5	2	1	4.33	4	5	4
Grammy_NOM	1995	dev	John Michael Montgomery	I Swear	https://www.azlyrics.com/lyrics/johnmichaelmontgomery/iswear.html	4	2	1	2.333		4	2	1	2.56	1.1	3.67	1.67	2.33	1.25	0.94	1.25	2.33	4	1	2	4	5	3	4	1.33	2	1	1
Grammy_ALT	1995	train	John Michael Montgomery	O How She Shines	https://www.azlyrics.com/lyrics/johnmichaelmontgomery/ohhowsheshines.html	4	4.67	2	3.557					3.56	0.57	4	4.67	2	0	0.47	1.41	3	4	4	1	3.33	4	5	1	4.33	4	5	4
Grammy_ALT	1996	dev	John Michael Montgomery	Heaven Sent Me You	https://www.azlyrics.com/lyrics/johnmichaelmontgomery/heavensentmeyou.html	3.33	2.33	2.33	2.663					2.67	0.82	3.33	2.33	2.33	0.94	0.47	1.25	1.67	2	2	1	2.67	4	2	2	3.67	4	3	4
Billboard	1979	train	John Stewart	Gold	https://www.azlyrics.com/lyrics/johnstewart/gold.html	4	2.67	4.33	3.667					3.67	0.72	4	2.67	4.33	0.82	1.25	0.47	2.67	3	1	4	4	4	4	4	4.33	5	3	5
Billboard	1960	train	Johnny Preston	Cradle of Love	https://www.azlyrics.com/lyrics/johnnypreston/cradleoflove.html	2	2	3	2.333					2.333	0.72	2	2	3	0.816	0.816	0.816	3	3	2	4	2.67	2	3	3	1.33	1	1	2
Billboard	1967	train	Johnny Rivers	Baby I Need Your Lovin'	https://www.azlyrics.com/lyrics/johnnyrivers/babyineedyourloving.html	3	1	1	1.667					1.667	0.272	3	1	1	0.816	0	0	2	4	1	1	1.67	3	1	1	1.33	2	1	1
Billboard	1964	dev	Johnny Rivers	Memphis	https://www.azlyrics.com/lyrics/johnnyrivers/memphis.html	4.333	4.667	4.333	4.444					4.444	0.567	4.333	4.667	4.333	0.471	0.471	0.943	5	5	5	5	3.67	4	4	3	4.67	4	5	5
Billboard	1962	train	Johnny Tillotson	It Keeps Right On a-Hurtin'	https://www.azlyrics.com/lyrics/johnnytillotson/itkeepsrightonahurtin.html	3.333	2	1	2.111					2.111	0.314	3.333	2	1	0.471	0.816	0	1.67	3	1	1	2.33	3	3	1	2.33	4	2	1
Grammy_ALT	2021	test	JP Saxe	Here's Hopin'	https://www.azlyrics.com/lyrics/jpsaxe/hereshopin.html	3.67	3.33	2	3.000					3	0.47	3.67	3.33	2	1.25	0.94	0.82	2.67	2	4	2	2.67	5	2	1	3.67	4	4	3
Grammy_NOM	2021	dev	JP Saxe	If the World Was Ending	https://www.azlyrics.com/lyrics/jpsaxe/iftheworldwasending.html	4	4.67	5	4.557					4.56	0.42	4	4.67	5	0.82	0.47	0	4	3	4	5	5	5	5	5	4.67	4	5	5
Grammy_ALT	1976	dev	Judy Collins	Houses	https://www.azlyrics.com/lyrics/judycollins/houses.html	4	4.67	5	4.557					4.56	0.42	4	4.67	5	0.82	0.47	0	4	3	4	5	5	5	5	5	4.67	4	5	5
Grammy_NOM	1976	train	Judy Collins	Send In the Clowns	https://www.azlyrics.com/lyrics/judycollins/sendintheclowns.html	4.67	4.33	4.33	4.443					4.44	0.42	4.67	4.33	4.33	0.47	0.47	0.47	4	4	4	4	5	5	5	5	4.33	5	4	4
Billboard	2006	train	Juelz Santana	There It Go (The Whistle Song)	https://www.azlyrics.com/lyrics/juelzsantana/thereitgothewhistlesong.html	1.33	1.67	1	1.333					1.33	0.27	1.33	1.67	1	0.47	0.47	0	1.67	2	2	1	1	1	1	1	1.33	1	2	1
Billboard	2020	train	Juice Wrld and Marshmello	Come & Go	https://www.azlyrics.com/lyrics/juicewrld/comego.html	4	4	2	3.333		4	4	2	3.44	1.03	4.33	3.67	2.33	0.94	1.25	1.25	4	5	5	2	2	3	2	1	4.33	5	4	4
